Ticker,Positive,Neutral,Negative
APPL,0.140738,0.8209631,0.038298916
ASML,0.026268188,0.97354096,0.00019089201
AVGO,0.1992542,0.60097134,0.19977443
CRM,0.49083126,0.50885594,0.00031276408
MSFT,0.13240588,0.7533579,0.11423621
NVDA,0.35399705,0.45213813,0.19386484
ORCL,0.0003227188,0.99950963,0.00016764493
PLTR,0.15349409,0.7491204,0.09738547
SAP,0.53035015,0.46896282,0.0006870243
TSM,0.18533005,0.81447786,0.00019209804
SECTOR,0.23248945,0.67320544,0.09430511
