Ticker,Positive,Neutral,Negative
ABBV,0.835069,0.16439188,0.0005391788
ABT,0.33319262,0.66659683,0.00021060665
AZN,0.0014338086,0.99843466,0.00013149437
JNJ,0.18386713,0.72656494,0.08956794
LLY,0.031380497,0.9592004,0.0094190985
NVO,0.1301116,0.62704176,0.24284665
UNH,0.08987651,0.6152461,0.29487732
SECTOR,0.16890727,0.70977235,0.12132047
