Ticker,Positive,Neutral,Negative
BHP,0.14859508,0.8510869,0.00031797524
CRH,0.4994946,0.500095,0.00041036922
ECL,0.043840453,0.9559174,0.00024214457
HCMLY,0.004415016,0.9953639,0.00022112779
LIN,0.31108794,0.6882158,0.00069629593
RIO,0.26812658,0.6793949,0.05247847
SCCO,0.3332939,0.6665266,0.00017938115
SHW,0.2633602,0.7363545,0.00028536393
SECTOR,0.24306776,0.7330887,0.023843562
