Ticker,Positive,Neutral,Negative
CCI,0.49019924,0.5094889,0.00031184044
PLD,0.49622095,0.50358087,0.00019819217
PSA,0.32738063,0.67240447,0.00021495424
SPG,0.0002708065,0.9995876,0.0001416108
SECTOR,0.3281388,0.6716451,0.00021608436
