Ticker,Positive,Neutral,Negative
BA,0.3302774,0.43042645,0.23929614
CAT,0.9983633,0.0013221378,0.0003145838
DE,0.0003286964,0.99954826,0.00012294289
GE,0.20573483,0.5201553,0.27410984
HON,0.00531202,0.9944585,0.00022945127
RTX,0.19876273,0.6033309,0.1979064
SECTOR,0.2573636,0.54596245,0.19667394
